feature,dataset,run_dir,run_name,instruction_text,num_user,embed_dim,n_iter,n_train_img,bs_train,lr,wm_strength,sim_lambda,carr_lambda,cons_lambda,out_decode_lambda,ip2p_steps,count_orig,count_pre,count_wm,id_acc_orig,id_acc_pre,id_acc_wm,verify_pre_auc,verify_pre_acc,verify_pre_tpr1,verify_orig_auc,verify_orig_acc,verify_orig_tpr1,fid_wm_pre,fid_wm_orig,clip_wm_pre,clip_wm_orig,is_wm_mean,is_wm_std
dog_spiderman1,AFHQ_Dog,out/dog_spiderman1/run_20260404_141746_ins-dog_spiderman1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260404_141746_ins-dog_spiderman1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,turn the dog into Spiderman.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.007267441860465116,0.005813953488372093,0.8800872093023255,0.8886602555435371,0.8168604651162791,0.44476744186046513,0.8566806064933747,0.7946947674418605,0.45348837209302323,35.70707303613676,170.21814538910886,0.8863409147706143,0.6643834812350051,7.428263330459595,0.763184121221967
dog_super_saiyan1,AFHQ_Dog,out/dog_super_saiyan1/run_20260403_060219_ins-dog_super_saiyan1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260403_060219_ins-dog_super_saiyan1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,turn the dog into a super saiyan.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.010174418604651164,0.015261627906976744,0.8430232558139535,0.81938056677596,0.7474563953488372,0.12354651162790697,0.7260443778731747,0.6729651162790697,0.07049418604651163,24.20650556562316,123.05318672681037,0.9242166531120621,0.7116115346420989,8.234376144409179,0.4045544273269876
dog_tilting_head1,AFHQ_Dog,out/dog_tilting_head1/run_20260416_052906_ins-dog_tilting_head1_seed1234_u100_it170_n1404_bs4_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260416_052906_ins-dog_tilting_head1_seed1234_u100_it170_n1404_bs4_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the dog tilt its head.,100,128,170,1404,4,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.010901162790697675,0.00944767441860465,0.9505813953488372,0.9512978404712006,0.8953488372093024,0.6388081395348837,0.9454955064392915,0.8880813953488372,0.6388081395348837,11.788359228266643,31.828380625155177,,,14.103636646270752,1.156399887156584
dog_wolf1,AFHQ_Dog,out/dog_wolf1/run_20260406_060720_ins-dog_wolf1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260406_060720_ins-dog_wolf1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,turn the dog into a wolf.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.00872093023255814,0.011627906976744186,0.8655523255813954,0.9221023716366954,0.842296511627907,0.5377906976744186,0.902289085738913,0.8230377906976745,0.42078488372093026,5.594702562946054,176.52190310785892,0.958508127217376,0.7061407193541527,1.2267036199569703,0.024273388161356962
dog_yorkshire1,AFHQ_Dog,out/dog_yorkshire1,run_20260319_024356_ins-dog_yorkshire1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the dog a Yorkshire terrier.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.008547008547008548,0.008547008547008548,0.9237891737891738,0.8930370897963489,0.823005698005698,0.245014245014245,0.7298817075348414,0.6915954415954416,0.022792022792022793,6.701848558849633,138.92879115121264,0.9554084500780812,0.8022077883410658,2.0514112234115602,0.09360226476795602
dog_zombie1,AFHQ_Dog,out/dog_zombie1,run_20260320_142747_ins-dog_zombie1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,turn the dog into a zombie.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.014245014245014245,0.011396011396011397,0.9508547008547008,0.9295247197668851,0.8685897435897436,0.5811965811965812,0.9109186918125665,0.8497150997150997,0.5242165242165242,15.796603882699912,55.41039002741135,0.935594637254704,0.8260771195348512,12.36457576751709,0.8817099064765923
elf1,CelebA_HQ,out/elf1/run_20260402_134212_ins-elf1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260402_134212_ins-elf1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,turn the person into a Tolkien elf.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.007267441860465116,0.00872093023255814,0.9113372093023255,0.924837169162385,0.8510174418604651,0.6082848837209303,0.8452988207308004,0.7747093023255814,0.3175872093023256,18.067633735609803,70.14214338298581,0.9345274098910564,0.634041185750691,2.702601504325867,0.23993646161231266
glasses1,CelebA_HQ,out/glasses1,run_20260316_090245_ins-glasses1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,add glasses to the person.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.011396011396011397,0.011396011396011397,0.9715099715099715,0.924066921128887,0.858974358974359,0.5776353276353277,0.913779108935804,0.8500712250712251,0.5149572649572649,18.861091185631267,46.5274241368939,0.9392618568789246,0.7983251343085895,3.069912815093994,0.21551670093021771
gogh1,CelebA_HQ,out/gogh1/run_20260401_211256_ins-gogh1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260401_211256_ins-gogh1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make it a painting by Gogh.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.012354651162790697,0.012354651162790697,0.9513081395348837,0.9088683388825041,0.8313953488372093,0.4309593023255814,0.9299264910931584,0.8582848837209303,0.5959302325581395,17.714305092640387,197.110763437674,0.9472073913920064,0.6574620769120926,1.8702481508255004,0.06372087761201962
jocker1,CelebA_HQ,out/jocker1/run_20260401_032125_ins-jocker1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260401_032125_ins-jocker1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,turn the person into the Joker.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.00872093023255814,0.00872093023255814,0.9418604651162791,0.9063582722079502,0.8375726744186047,0.42005813953488375,0.9144792159613304,0.8513808139534884,0.5530523255813954,14.689286835655537,189.9990198600271,0.9621671970153964,0.5560772248955314,1.5432879686355592,0.0818625946403478
makeup1,CelebA_HQ,out/makeup1,run_20260315_094122_ins-makeup1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,add makeup to the person.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.010683760683760684,0.010683760683760684,0.9408831908831908,0.9256562954034465,0.8628917378917379,0.6217948717948718,0.900090857622909,0.8365384615384616,0.51994301994302,19.762064921802278,39.73538750216977,0.9418980478391349,0.8322979199920285,3.1146791696548464,0.194136339408389
modigliani1,CelebA_HQ,out/modigliani1/run_20260331_004703_ins-modigliani1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260331_004703_ins-modigliani1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make it a painting in Modigliani style.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.01308139534883721,0.007267441860465116,0.8917151162790697,0.7394872967651434,0.6900436046511629,0.1438953488372093,0.5927227344172525,0.5777616279069767,0.07049418604651163,10.680781593871501,226.44819063667603,0.9621931078822114,0.5364182110182768,1.6855364322662354,0.0481859311049969
nicolas1,CelebA_HQ,out/nicolas1/run_20260331_093618_ins-nicolas1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260331_093618_ins-nicolas1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the person look like Nicolas Cage.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.00944767441860465,0.005813953488372093,0.9280523255813954,0.872215027548675,0.8106831395348837,0.3699127906976744,0.8424964190947809,0.7845203488372093,0.282703488372093,12.992972391051524,74.08990563101025,0.9628766949266888,0.5733323397851268,2.369278645515442,0.21466213600287887
no_makeup1,CelebA_HQ,out/no_makeup1,run_20260315_153049_ins-no_makeup1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,remove makeup from the person.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.009971509971509971,0.009971509971509971,0.9437321937321937,0.929257625749791,0.8632478632478633,0.5541310541310541,0.9244945759368837,0.85505698005698,0.5555555555555556,20.06775879403193,44.472529991477245,0.9254361979896866,0.8051037805372494,2.8640347957611083,0.1599887713570823
obama1,CelebA_HQ,out/obama1/run_20260331_182611_ins-obama1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260331_182611_ins-obama1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the person look like Barack Obama.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.01308139534883721,0.010174418604651164,0.8611918604651163,0.9121899189595727,0.8441133720930233,0.5138081395348837,0.892534023881152,0.8255813953488372,0.5116279069767442,13.415847757464007,131.42500183690905,0.962272574042165,0.5066795475607695,1.922830879688263,0.07356325276132826
old1,CelebA_HQ,out/old1,run_20260315_211736_ins-old1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the person look old.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.007834757834757835,0.007834757834757835,0.9430199430199431,0.909421899984578,0.8351139601139601,0.4964387464387464,0.8634604223991688,0.7873931623931624,0.31552706552706555,20.749978274860496,76.3151803753752,0.9252514672330302,0.7010661814457331,2.6870569944381715,0.16429012371088642
pale1,CelebA_HQ,out/pale1,run_20260314_161930_ins-pale1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the face pale.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.008547008547008548,0.007834757834757835,0.9487179487179487,0.8931905483721723,0.8187321937321937,0.3668091168091168,0.8365072625222199,0.7663817663817665,0.2022792022792023,18.515227317785445,41.41792193645034,0.9435339453723016,0.8309464906143327,3.023699998855591,0.20588927753545003
pixar1,CelebA_HQ,out/pixar1,run_20260330_134837_ins-pixar1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make it a 3D render in Pixar style.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.01744186046511628,0.013808139534883721,0.7805232558139535,0.8688525152954298,0.7976017441860466,0.42223837209302323,0.7879602361073553,0.7227470930232558,0.279796511627907,12.610866418024386,108.87276010968344,0.9627614698351122,0.620418103130231,3.1097822427749633,0.22005164931331697
red_hair1,CelebA_HQ,out/red_hair1,run_20260319_030825_ins-red_hair1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the person's hair red.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.008547008547008548,0.017094017094017096,0.9565527065527065,0.9429212729604467,0.8796296296296297,0.6858974358974359,0.930398292221654,0.8739316239316239,0.6944444444444444,15.803108781524998,56.000246076119595,0.9536193160929232,0.7927831394380314,2.89610698223114,0.15485690579842862
serious1,CelebA_HQ,out/serious1,run_20260318_023217_ins-serious1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the face look serious.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.009971509971509971,0.011396011396011397,0.9501424501424501,0.8890616249056421,0.813034188034188,0.3974358974358974,0.8574212567268122,0.7724358974358974,0.35185185185185186,19.979087758746658,46.38271284120077,0.9365089149386795,0.7988785759166435,3.052364730834961,0.1788185489629454
sketch1,CelebA_HQ,out/sketch1,run_20260324_232649_ins-sketch1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make it a sketch.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.013532763532763533,0.009259259259259259,0.9209401709401709,0.9265247948474444,0.8600427350427351,0.561965811965812,0.9131769425572844,0.853988603988604,0.5897435897435898,17.70234505291819,79.2525044479963,0.9551446756236573,0.7997717548724254,2.7630809545516968,0.19657413271525764
smiling1,CelebA_HQ,out/smiling1,run_20260317_085515_ins-smiling1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the face smile.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.007834757834757835,0.01282051282051282,0.9693732193732194,0.9217028981095933,0.8511396011396011,0.5220797720797721,0.9096829063887468,0.8379629629629629,0.4601139601139601,20.427404603200557,45.806955567400564,0.9398293752870669,0.817123561206027,3.0084129095077516,0.1765175857969441
surprised1,CelebA_HQ,out/surprised1,run_20260317_025138_ins-surprised1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the face look surprised.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.012108262108262107,0.009971509971509971,0.9529914529914529,0.9281940690416475,0.8607549857549858,0.5662393162393162,0.9079545316190616,0.8347578347578348,0.4351851851851852,20.325490069514927,49.073797115513,0.9433319201411685,0.8149773894127278,3.0732349395751952,0.2590486802699226
tanned1,CelebA_HQ,out/tanned1,run_20260314_101215_ins-tanned1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the face tanned.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.008547008547008548,0.009971509971509971,0.9586894586894587,0.9313035709937421,0.871082621082621,0.5377492877492878,0.9319488579638151,0.8721509971509971,0.5776353276353277,18.676886362495964,48.76508378328134,0.9437825470059006,0.8130220060589647,3.031225061416626,0.20440407254210435
watercolor1,CelebA_HQ,out/watercolor1,run_20260325_053146_ins-watercolor1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make it a watercolor painting with thick brushstrokes.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.008547008547008548,0.010683760683760684,0.9622507122507122,0.8974757205704498,0.8151709401709402,0.3938746438746439,0.7798300642851924,0.6983618233618234,0.20655270655270655,24.34359521637535,71.04682951599096,0.9380874125621258,0.8054564049271097,3.048760104179382,0.1641528111596465
wrinkles1,CelebA_HQ,out/wrinkles1,run_20260315_035405_ins-wrinkles1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,add wrinkles to the face.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.01282051282051282,0.01566951566951567,0.9544159544159544,0.8968568132563859,0.8180199430199431,0.42165242165242167,0.8449558546602706,0.7738603988603989,0.2378917378917379,19.13558970737128,50.3940414339867,0.9327655506779325,0.7996645442016443,2.95533287525177,0.16264001586156784
young1,CelebA_HQ,out/young1,run_20260316_030633_ins-young1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the person look young.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.009259259259259259,0.009259259259259259,0.9572649572649573,0.8791345037783784,0.8041310541310541,0.33048433048433046,0.8418755225201096,0.771011396011396,0.21652421652421652,18.98907947045899,38.65058484097,0.9367749514403166,0.8091139756673761,2.968057656288147,0.19731083281678785
zombie1,CelebA_HQ,out/zombie1/run_20260401_121935_ins-zombie1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,run_20260401_121935_ins-zombie1_seed1234_u100_it170_n1404_bs8_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,turn the person into a zombie.,100,128,170,1404,8,0.00018,0.07,2.0,0.85,0.8,1.4,6,1376,1376,1376,0.01308139534883721,0.006540697674418605,0.9709302325581395,0.9454646092482423,0.8822674418604651,0.622093023255814,0.9392236407348566,0.8724563953488372,0.6402616279069767,23.02159042428417,92.38520217174414,0.9437432853981506,0.6673398582741271,2.647483062744141,0.1083309523957225
zuckerberg1,CelebA_HQ,out/zuckerberg1,run_20260323_024348_ins-zuckerberg1_seed1234_u100_it170_n1404_bs2_wm0p07_id3p2_sim2_car0p85_cons0p8_out1p4_wh96_wb4_ud64_ed128_lr0p00018,make the person look like Mark Zuckerberg.,100,128,170,1404,2,0.00018,0.07,2.0,0.85,0.8,1.4,6,1404,1404,1404,0.009971509971509971,0.010683760683760684,0.8732193732193733,0.8968717786381605,0.8194444444444444,0.4878917378917379,0.8099127645067816,0.7524928774928775,0.38461538461538464,16.386877678162676,103.38169253893227,0.9567561421723787,0.527780197730601,2.2967765808105467,0.12230680055627474
